@RELATION remaining_behavior_ext

@ATTRIBUTE inter_api_access_duration(sec) REAL
@ATTRIBUTE api_access_uniqueness REAL
@ATTRIBUTE sequence_length(count) REAL
@ATTRIBUTE vsession_duration(min) REAL
@ATTRIBUTE ip_type {datacenter,default,google_bot,private_ip}
@ATTRIBUTE behavior_type {attack,bot,normal,outlier}
@ATTRIBUTE num_sessions REAL
@ATTRIBUTE num_users REAL
@ATTRIBUTE num_unique_apis REAL
@ATTRIBUTE source {E,F}

@DATA
1.7009452332657202,0.05273833671399594,493.0,50314,default,outlier,1.0,1.0,26.0,E
311.66266666666667,1.0,3.0,56100,default,outlier,1.0,1.0,3.0,E
8.258344827586207,0.3103448275862069,29.0,14370,default,outlier,1.0,1.0,9.0,E
0.054799999999999995,1.0,5.0,17,default,outlier,1.0,1.0,5.0,E
0.26366666666666666,0.7777777777777778,9.0,143,default,outlier,1.0,1.0,7.0,E
13.0373,0.18461538461538463,130.0,101691,private_ip,outlier,1.0,1.0,24.0,E
33.98360576923076,0.17307692307692307,5.777777777777778,106029,default,bot,24.0,9.0,9.0,E
5.717899999999999,0.4,10.0,3431,default,outlier,1.0,1.0,4.0,E
0.0019333333333333333,0.8,15.0,2,default,outlier,15.0,1.0,12.0,E
5.540164948453608,0.23711340206185566,194.0,64488,default,outlier,1.0,1.0,46.0,E
2.588425,0.75,20.0,3107,default,outlier,1.0,1.0,15.0,E
2.18686052631579,0.22105263157894736,380.0,49861,default,outlier,2.0,1.0,84.0,E
1.5484285714285713,0.8571428571428571,7.0,651,default,outlier,1.0,1.0,6.0,E
18.273676470588235,0.47058823529411764,34.0,37279,default,outlier,1.0,1.0,16.0,E
0.04,1.0,3.0,8,default,outlier,1.0,1.0,3.0,E
43.18502857142857,0.11428571428571428,35.0,90689,default,outlier,1.0,1.0,4.0,E
0.94484,0.52,25.0,1418,default,outlier,1.0,1.0,13.0,E
0.17678260869565218,0.5,46.0,488,default,outlier,1.0,1.0,23.0,E
1.0083170731707318,0.3170731707317073,41.0,2481,private_ip,outlier,1.0,1.0,13.0,E
7.584846153846154,0.6153846153846154,26.0,11833,default,outlier,1.0,1.0,16.0,E
10.473325581395349,0.3953488372093023,43.0,27022,default,outlier,1.0,1.0,17.0,E
3.1817258064516127,0.43548387096774194,62.0,11837,default,outlier,1.0,1.0,27.0,E
20.5308,0.8,5.0,6160,default,outlier,1.0,1.0,4.0,E
0.008,0.5,2.0,1,default,outlier,2.0,1.0,1.0,E
139.05185714285713,0.14285714285714285,7.0,58402,default,outlier,1.0,1.0,1.0,E
0.4595208333333333,0.625,24.0,662,default,outlier,1.0,1.0,15.0,E
5.093666666666667,1.0,3.0,917,default,outlier,1.0,1.0,3.0,E
0.08811111111111111,0.7777777777777778,9.0,48,default,outlier,1.0,1.0,7.0,E
0.8125978835978837,0.164021164021164,189.0,9215,default,outlier,1.0,1.0,31.0,E
0.08566666666666667,1.0,3.0,16,default,outlier,1.0,1.0,3.0,E
0.00014399999999999998,0.008,125.0,2,default,outlier,121.0,1.0,1.0,E
128.51939393939395,0.696969696969697,33.0,254469,default,outlier,1.0,1.0,23.0,E
6.22742,0.4,50.0,18683,default,outlier,1.0,1.0,20.0,E
6.64358875,0.0975,400.0,159447,default,outlier,1.0,1.0,39.0,E
9.762,0.7647058823529411,17.0,9958,default,outlier,2.0,1.0,13.0,E
0.16346774193548388,0.8064516129032258,31.0,305,default,outlier,1.0,1.0,25.0,E
0.017166666666666667,0.6666666666666666,18.0,19,default,outlier,3.0,1.0,12.0,E
4.208833333333333,1.0,6.0,1516,default,outlier,1.0,1.0,6.0,E
2.242462962962963,0.07407407407407407,54.0,7266,private_ip,outlier,1.0,1.0,4.0,E
0.18066666666666667,0.7777777777777778,9.0,98,default,outlier,1.0,1.0,7.0,E
5.7536499999999995,0.55,20.0,6905,default,outlier,1.0,1.0,11.0,E
2.7051494252873565,0.3103448275862069,87.0,14121,default,outlier,1.0,1.0,27.0,E
2.7051494252873565,0.3103448275862069,87.0,14121,default,outlier,1.0,1.0,27.0,E
2.7051494252873565,0.3103448275862069,87.0,14121,default,outlier,1.0,1.0,27.0,E
2.7051494252873565,0.3103448275862069,87.0,14121,default,outlier,1.0,1.0,27.0,E
270.949,0.75,4.0,65028,default,outlier,1.0,1.0,3.0,E
18.88163775510204,0.07142857142857142,10.88888888888889,111025,default,bot,34.0,9.0,7.0,E
9.230769230769232e-05,0.06153846153846154,13.0,1,default,bot,65.0,5.0,4.0,E
144.9116,1.0,5.0,43474,default,outlier,1.0,1.0,5.0,E
0.5496060606060607,0.5151515151515151,33.0,1089,default,outlier,2.0,1.0,17.0,E
0.3991303370786517,0.15280898876404495,445.0,10657,default,outlier,3.0,1.0,68.0,E
0.008212121212121212,0.18181818181818182,132.0,66,default,outlier,3.0,1.0,24.0,E
0.5676170212765957,0.46808510638297873,47.0,1601,private_ip,outlier,1.0,1.0,22.0,E
28.934461538461537,0.10256410256410256,78.0,135414,default,outlier,1.0,1.0,8.0,E
1.4295164835164835,0.26373626373626374,91.0,7806,default,outlier,1.0,1.0,24.0,E
1.4295164835164835,0.26373626373626374,91.0,7806,default,outlier,1.0,1.0,24.0,E
1.4295164835164835,0.26373626373626374,91.0,7806,default,outlier,1.0,1.0,24.0,E
1.4295164835164835,0.26373626373626374,91.0,7806,default,outlier,1.0,1.0,24.0,E
9.2808,0.8,5.0,2785,default,outlier,1.0,1.0,4.0,E
38.19834210526316,0.2894736842105263,38.0,87093,default,outlier,1.0,1.0,11.0,E
2.4415652173913043,0.4782608695652174,23.0,3370,default,outlier,1.0,1.0,11.0,E
4e-05,0.027878787878787878,3.767123287671233,2,default,bot,631.0,219.0,23.0,E
1.486566,0.156,250.0,22299,default,outlier,1.0,1.0,39.0,E
0.03025,1.0,2.0,4,default,outlier,2.0,1.0,2.0,E
0.0550625,0.6875,16.0,53,default,outlier,3.0,1.0,11.0,E
25.759457142857144,0.08571428571428572,35.0,54095,default,outlier,1.0,1.0,3.0,E
7.878709677419355,0.2903225806451613,31.0,14655,default,outlier,1.0,1.0,9.0,E
9.021,0.6363636363636364,11.0,5954,private_ip,outlier,1.0,1.0,7.0,E
1.3133783783783783,0.4594594594594595,37.0,2916,default,outlier,1.0,1.0,17.0,E
3.015375,0.3125,32.0,5790,default,outlier,1.0,1.0,10.0,E
0.18725,0.875,8.0,90,default,outlier,1.0,1.0,7.0,E
60.22128571428572,0.7142857142857143,7.0,25293,default,outlier,1.0,1.0,5.0,E
1.049644,0.36,125.0,7873,default,outlier,1.0,1.0,45.0,E
11.564,0.6666666666666666,6.0,4164,default,outlier,1.0,1.0,4.0,E
7.84319526627219,0.23076923076923078,169.0,79530,default,outlier,1.0,1.0,39.0,E
0.01,0.5,2.0,3,private_ip,bot,2.0,2.0,2.0,E
202.5755,1.0,4.0,48619,default,outlier,1.0,1.0,4.0,E
144.90314285714288,1.0,7.0,60860,default,outlier,1.0,1.0,7.0,E
2.2147067669172933,0.22180451127819548,266.0,35347,default,outlier,2.0,1.0,59.0,E
984.5016666666667,1.0,3.0,177211,default,outlier,1.0,1.0,3.0,E
1.4659230769230769,0.46153846153846156,13.0,1144,default,outlier,3.0,1.0,6.0,E
2.818590909090909,0.3522727272727273,88.0,14883,default,outlier,1.0,1.0,31.0,E
0.6371,0.65,20.0,765,default,outlier,1.0,1.0,13.0,E
0.35399635479951397,0.13001215066828675,823.0,17481,default,outlier,1.0,1.0,107.0,E
0.00014655172413793102,0.008620689655172414,116.0,2,default,outlier,102.0,1.0,1.0,E
0.794273622047244,0.2125984251968504,254.0,12105,default,outlier,2.0,1.0,54.0,E
4.066620689655172,0.6206896551724138,29.0,7076,default,outlier,1.0,1.0,18.0,E
0.002,1.0,3.0,1,default,outlier,1.0,1.0,3.0,E
9.15025,0.5,4.0,2197,default,outlier,1.0,1.0,2.0,E
0.4088073394495413,0.41284403669724773,109.0,2674,default,outlier,3.0,1.0,45.0,E
1.6812777777777779,0.6666666666666666,18.0,1816,default,outlier,1.0,1.0,12.0,E
0.336,1.0,4.0,81,default,outlier,1.0,1.0,4.0,E
0.9861428571428571,1.0,7.0,415,default,outlier,1.0,1.0,7.0,E
0.5029166666666667,0.6666666666666666,12.0,363,default,outlier,1.0,1.0,8.0,E
4.639466321243524,0.19170984455958548,193.0,53726,default,outlier,1.0,1.0,37.0,E
2.0838534482758617,0.29310344827586204,58.0,7252,default,outlier,2.0,1.0,17.0,E
13.853911917098445,0.3005181347150259,193.0,160429,default,outlier,1.0,1.0,58.0,E
6.887404761904762,0.36904761904761907,84.0,34713,default,outlier,1.0,1.0,31.0,E
15.877640776699028,0.13592233009708737,103.0,98124,default,outlier,1.0,1.0,14.0,E
6.897158620689655,0.23448275862068965,145.0,60006,default,outlier,1.0,1.0,34.0,E
4.769888888888889,0.4666666666666667,45.0,12879,default,outlier,1.0,1.0,21.0,E
0.5243333333333333,1.0,3.0,95,default,outlier,1.0,1.0,3.0,E
53.8856,0.2,15.0,48498,default,outlier,1.0,1.0,3.0,E
4.4593,0.168,125.0,33445,default,outlier,1.0,1.0,21.0,E
11.65125,0.5,4.0,2797,default,outlier,1.0,1.0,2.0,E
2.3421,0.24482758620689654,290.0,40753,default,outlier,2.0,1.0,71.0,E
2.291875,0.75,12.0,1651,default,outlier,2.0,1.0,9.0,E
0.4111,1.0,10.0,247,default,outlier,1.0,1.0,10.0,E
0.2355,1.0,4.0,57,default,outlier,1.0,1.0,4.0,E
0.36141666666666666,0.25,12.0,261,default,outlier,2.0,1.0,3.0,E
2.0385,0.625,8.0,979,default,outlier,2.0,1.0,5.0,E
23.748558139534886,0.3953488372093023,86.0,122543,default,outlier,1.0,1.0,34.0,E
1.6485188679245282,0.22641509433962265,53.0,5243,default,outlier,2.0,1.0,12.0,E
4.711874045801526,0.17302798982188294,393.0,111106,default,outlier,1.0,1.0,68.0,E
4.1761875,0.625,16.0,4010,default,outlier,1.0,1.0,10.0,E
5.36409947643979,0.27225130890052357,191.0,61473,default,outlier,1.0,1.0,52.0,E
0.007333333333333333,1.0,3.0,2,default,outlier,1.0,1.0,3.0,E
0.6162000000000001,1.0,5.0,185,default,outlier,1.0,1.0,5.0,E
46.97833333333334,1.0,3.0,8457,default,outlier,1.0,1.0,3.0,E
5.927178111587983,0.09012875536480687,233.0,82862,default,outlier,1.0,1.0,21.0,E
14.0018,0.4727272727272727,55.0,46206,default,outlier,1.0,1.0,26.0,E
2.2897637931034485,0.18620689655172415,290.0,39842,default,outlier,2.0,1.0,54.0,E
0.01,1.0,2.0,2,default,outlier,2.0,1.0,2.0,E
0.004166666666666667,0.6666666666666666,6.0,2,default,outlier,6.0,1.0,4.0,E
0.21786764705882353,0.6470588235294118,34.0,445,default,outlier,2.0,1.0,22.0,E
26.072464705882354,0.21176470588235294,85.0,132970,default,outlier,1.0,1.0,18.0,E
12.31175,0.4318181818181818,44.0,32504,default,outlier,1.0,1.0,19.0,E
0.10391666666666667,0.8333333333333334,12.0,75,default,outlier,1.0,1.0,10.0,E
5.241904761904761,0.6428571428571429,42.0,13210,default,outlier,1.0,1.0,27.0,E
86.09819999999999,0.23333333333333334,30.0,154977,default,outlier,1.0,1.0,7.0,E
0.40080859916782247,0.10540915395284327,721.0,17339,default,outlier,2.0,1.0,76.0,E
0.057666666666666665,0.6666666666666666,9.0,32,default,outlier,1.0,1.0,6.0,E
1.717791411042945e-05,0.008588957055214725,815.0,1,private_ip,outlier,617.0,1.0,7.0,E
5.393901234567901,0.11728395061728394,162.0,52429,default,outlier,1.0,1.0,19.0,E
65.16456756756757,0.5675675675675675,37.0,144666,default,outlier,1.0,1.0,21.0,E
132.99266666666665,1.0,6.0,47878,default,outlier,1.0,1.0,6.0,E
4.912501432664756,0.18911174785100288,349.0,102868,default,outlier,1.0,1.0,66.0,E
9.963768115942029e-05,0.07971014492753623,3.1724137931034484,2,default,bot,192.0,87.0,22.0,E
0.0175,1.0,4.0,5,default,outlier,1.0,1.0,4.0,E
0.6872395833333333,0.25,48.0,1980,default,outlier,6.0,1.0,12.0,E
0.009300000000000001,0.3,10.0,6,default,outlier,1.0,1.0,3.0,E
10.684894736842105,0.2631578947368421,19.0,12181,default,outlier,1.0,1.0,5.0,E
11.268795454545455,0.4318181818181818,44.0,29750,default,outlier,1.0,1.0,19.0,E
0.10866666666666668,1.0,3.0,20,default,outlier,1.0,1.0,3.0,E
38.5628,0.6,10.0,23138,default,outlier,1.0,1.0,6.0,E
1.6473499999999999,0.18333333333333332,60.0,5931,default,outlier,1.0,1.0,11.0,E
2.4984545454545457,0.8181818181818182,11.0,1649,default,outlier,1.0,1.0,9.0,E
0.38382758620689655,0.41379310344827586,58.0,1336,default,outlier,1.0,1.0,24.0,E
0.4741092077087794,0.11991434689507495,934.0,26570,default,outlier,2.0,1.0,112.0,E
0.9937722772277228,0.20132013201320131,303.0,18067,default,outlier,2.0,1.0,61.0,E
3.278688524590164e-05,0.03395784543325527,94.88888888888889,2,default,bot,854.0,9.0,29.0,E
0.023,1.0,2.0,3,default,bot,1.0,1.0,2.0,E
12.2744375,0.5,16.0,11784,default,outlier,1.0,1.0,8.0,E
12.937793969849247,0.31155778894472363,199.0,154478,default,outlier,1.0,1.0,62.0,E
13.497666666666666,0.4,15.0,12148,default,outlier,1.0,1.0,6.0,E
21.299783783783784,0.4594594594594595,37.0,47286,default,outlier,1.0,1.0,17.0,E
34.605444444444444,0.7777777777777778,9.0,18687,default,outlier,1.0,1.0,7.0,E
1.0968333333333333,0.6666666666666666,6.0,395,default,outlier,1.0,1.0,4.0,E
151.52633333333335,0.16666666666666666,6.0,54550,default,outlier,1.0,1.0,1.0,E
0.08166666666666667,1.0,3.0,15,default,outlier,1.0,1.0,3.0,E
0.0010833333333333333,0.3333333333333333,6.0,1,default,outlier,6.0,1.0,2.0,E
0.007666666666666667,1.0,3.0,2,default,outlier,3.0,1.0,3.0,E
4.876,0.6875,16.0,4681,default,outlier,1.0,1.0,11.0,E
6.752727272727273,0.8181818181818182,11.0,4457,default,outlier,1.0,1.0,9.0,E
0.1176,0.75,20.0,142,default,outlier,1.0,1.0,15.0,E
18.48415384615385,0.5384615384615384,26.0,28836,default,outlier,1.0,1.0,14.0,E
16.402,1.0,3.0,2953,default,outlier,1.0,1.0,3.0,E
0.0006666666666666666,1.0,3.0,1,default,outlier,1.0,1.0,3.0,E
10.616642857142857,0.42857142857142855,35.0,22295,default,outlier,2.0,1.0,15.0,E
0.00010526315789473683,0.05263157894736842,14.25,1,default,bot,57.0,4.0,3.0,E
3.2603235294117647,0.2823529411764706,85.0,16628,default,outlier,2.0,1.0,24.0,E
22.822526315789474,0.39473684210526316,38.0,52036,default,outlier,1.0,1.0,15.0,E
4.1039671682626536e-05,0.03419972640218878,81.22222222222223,2,default,bot,731.0,9.0,25.0,E
1.7402445054945055,0.14560439560439561,364.0,38007,default,outlier,1.0,1.0,53.0,E
16.586777777777776,0.4444444444444444,9.0,8957,default,outlier,1.0,1.0,4.0,E
0.16783333333333333,0.6666666666666666,3.0,31,default,outlier,2.0,1.0,2.0,E
0.021384615384615384,0.7692307692307693,13.0,17,default,outlier,3.0,1.0,10.0,E
0.6131384711779448,0.09649122807017543,798.0,29358,default,outlier,1.0,1.0,77.0,E
7.5195,0.5,32.0,14438,default,outlier,1.0,1.0,16.0,E
35.59380769230769,0.5,26.0,55527,default,outlier,1.0,1.0,13.0,E
0.39566666666666667,0.8333333333333334,6.0,143,default,outlier,1.0,1.0,5.0,E
0.0305,1.0,2.0,4,private_ip,bot,1.0,1.0,2.0,E
8.131615384615385,0.1282051282051282,39.0,19028,default,outlier,1.0,1.0,5.0,E
0.09433333333333332,0.5,6.0,34,default,outlier,1.0,1.0,3.0,E
0.5126208333333333,0.14583333333333334,240.0,7382,default,outlier,2.0,1.0,35.0,E
3.978657894736842,0.6052631578947368,38.0,9072,default,outlier,1.0,1.0,23.0,E
0.0036875,0.875,8.0,2,default,outlier,4.0,1.0,7.0,E
3.601895734597156e-05,0.02843601895734597,117.22222222222223,3,default,bot,1055.0,9.0,30.0,E
0.0335,1.0,2.0,5,private_ip,bot,1.0,1.0,2.0,E
12.212959999999999,0.1,200.0,146556,default,outlier,1.0,1.0,20.0,E
4.213191358024691,0.37037037037037035,81.0,20477,default,outlier,1.0,1.0,30.0,E
0.5792666666666666,0.7333333333333333,15.0,522,default,outlier,1.0,1.0,11.0,E
9.67741935483871e-05,0.06451612903225806,12.4,1,default,bot,62.0,5.0,4.0,E
19.66425,0.625,8.0,9439,default,outlier,1.0,1.0,5.0,E
0.3409594594594595,0.36486486486486486,74.0,1514,default,outlier,1.0,1.0,27.0,E
0.013,1.0,3.0,3,default,outlier,1.0,1.0,3.0,E
0.7092249388753056,0.17603911980440098,409.0,17405,default,outlier,1.0,1.0,72.0,E
0.6007391304347827,0.5652173913043478,23.0,830,default,outlier,1.0,1.0,13.0,E
1.6707950391644908,0.1122715404699739,383.0,38395,default,outlier,1.0,1.0,43.0,E
0.0135,0.5,4.0,4,default,bot,2.0,1.0,2.0,E
0.4870028818443804,0.11815561959654179,347.0,10140,default,outlier,2.0,1.0,41.0,E
3.7256774193548385,0.21935483870967742,155.0,34649,private_ip,outlier,1.0,1.0,34.0,E
1.1720608695652175,0.28695652173913044,115.0,8088,default,outlier,2.0,1.0,33.0,E
0.9531818181818181,0.2015810276679842,253.0,14470,default,outlier,2.0,1.0,51.0,E
15.636,1.0,4.0,3753,default,outlier,2.0,1.0,4.0,E
0.18975,0.59375,32.0,365,default,outlier,1.0,1.0,19.0,E
5.122100323624595,0.16181229773462782,309.0,94964,default,outlier,2.0,1.0,50.0,E
0.0007833333333333334,0.5,30.0,2,default,outlier,20.0,1.0,15.0,E
1.4016335616438358,0.23972602739726026,292.0,24557,default,outlier,2.0,1.0,70.0,E
75.9902,0.3,10.0,45595,default,outlier,1.0,1.0,3.0,E
15.644183098591549,0.3591549295774648,142.0,133289,default,outlier,1.0,1.0,51.0,E
0.23172727272727273,0.8181818181818182,11.0,153,default,outlier,1.0,1.0,9.0,E
0.014434782608695653,0.08695652173913043,23.0,20,default,outlier,23.0,1.0,2.0,E
3.4678571428571425,0.2222222222222222,63.0,13109,default,outlier,1.0,1.0,14.0,E
0.00475,0.5,2.0,1,default,outlier,2.0,1.0,1.0,E
0.7004,1.0,5.0,211,default,outlier,1.0,1.0,5.0,E
1.3102727272727273,1.0,11.0,865,default,outlier,1.0,1.0,11.0,E
2.8053333333333335,0.2982456140350877,57.0,9595,default,outlier,1.0,1.0,17.0,E
1.0546666666666666,0.7777777777777778,9.0,570,default,outlier,1.0,1.0,7.0,E
4.810503424657534,0.1404109589041096,292.0,84281,default,outlier,1.0,1.0,41.0,E
0.19800516055045872,0.06192660550458716,1744.0,20720,default,outlier,2.0,1.0,108.0,E
0.3285882352941176,1.0,17.0,336,default,outlier,1.0,1.0,17.0,E
2.318860465116279,0.2558139534883721,43.0,5983,default,outlier,1.0,1.0,11.0,E
0.5537000000000001,0.8,10.0,333,default,outlier,1.0,1.0,8.0,E
4.2143113207547165,0.2641509433962264,53.0,13402,default,outlier,2.0,1.0,14.0,E
0.74975,0.75,16.0,720,default,outlier,1.0,1.0,12.0,E
1.2302928571428573,0.06904761904761905,420.0,31004,default,outlier,1.0,1.0,29.0,E
2.2872857142857144,0.8571428571428571,7.0,961,default,outlier,1.0,1.0,6.0,E
54.161567567567566,0.5675675675675675,37.0,120239,default,outlier,1.0,1.0,21.0,E
3.805953125,0.46875,32.0,7308,default,outlier,2.0,1.0,15.0,E
3.21325,0.375,32.0,6170,default,outlier,1.0,1.0,12.0,E
0.0095,0.5,3.0,4,default,bot,3.0,2.0,3.0,E
0.00035999999999999997,0.22666666666666666,75.0,2,default,outlier,47.0,1.0,17.0,E
7.264410714285715,0.19047619047619047,168.0,73226,default,outlier,1.0,1.0,32.0,E
22.115599999999997,1.0,5.0,6635,default,outlier,1.0,1.0,5.0,E
8.687545454545454,0.6818181818181818,22.0,11468,default,outlier,2.0,1.0,15.0,E
0.90275,1.0,4.0,217,private_ip,outlier,1.0,1.0,4.0,E
57.77536065573771,0.4918032786885246,61.0,211458,default,outlier,1.0,1.0,30.0,E
0.0053125,0.25,2.6666666666666665,3,default,bot,4.0,3.0,2.0,E
4.500477832512315,0.24630541871921183,203.0,54816,default,outlier,1.0,1.0,50.0,E
2.652953488372093,0.32558139534883723,86.0,13690,default,outlier,1.0,1.0,28.0,E
5.47075,1.0,4.0,1313,default,outlier,1.0,1.0,4.0,E
0.48042391304347826,0.5652173913043478,46.0,1326,default,outlier,2.0,1.0,26.0,E
5.354812949640288,0.23741007194244604,139.0,44660,default,outlier,1.0,1.0,33.0,E
0.02425,1.0,4.0,6,default,outlier,1.0,1.0,4.0,E
0.002170796460176991,0.05663716814159292,35.3125,74,default,bot,66.0,16.0,32.0,E
2.625221666666667,0.19,300.0,47254,default,outlier,1.0,1.0,57.0,E
1.5806255319148936,0.12340425531914893,235.0,22287,default,outlier,2.0,1.0,29.0,E
51.86020588235294,0.5588235294117647,34.0,105795,default,outlier,1.0,1.0,19.0,E
1.556090909090909,0.7272727272727273,11.0,1028,default,outlier,1.0,1.0,8.0,E
1.162148148148148,0.42592592592592593,54.0,3766,default,outlier,1.0,1.0,23.0,E
122.04442647058823,0.058823529411764705,68.0,497942,default,bot,1.0,1.0,4.0,E
3.417041095890411,0.3287671232876712,73.0,14967,default,outlier,1.0,1.0,24.0,E
0.8228,0.8,10.0,494,default,outlier,1.0,1.0,8.0,E
6.7585,1.0,2.0,812,default,bot,1.0,1.0,2.0,E
4.36675,1.0,4.0,1049,default,outlier,1.0,1.0,4.0,E
1.4197142857142857,0.5714285714285714,7.0,597,default,outlier,1.0,1.0,4.0,E
3.4534311926605508,0.23853211009174313,109.0,22586,default,outlier,1.0,1.0,26.0,E
4.926266666666667,0.5,30.0,8868,default,outlier,3.0,1.0,15.0,E
4.022333333333333,0.4166666666666667,12.0,2897,default,outlier,1.0,1.0,5.0,E
0.028333333333333332,1.0,3.0,6,default,outlier,1.0,1.0,3.0,E
13.64065811965812,0.2222222222222222,117.0,95758,default,outlier,1.0,1.0,26.0,E
1.45,1.0,5.0,435,default,outlier,1.0,1.0,5.0,E
0.5926315789473684,0.631578947368421,19.0,676,default,outlier,1.0,1.0,12.0,E
1.538,0.6666666666666666,9.0,831,default,outlier,3.0,1.0,6.0,E
4.454,0.75,8.0,2138,default,outlier,1.0,1.0,6.0,E
9.132,0.6666666666666666,6.0,3288,default,outlier,1.0,1.0,4.0,E
87.16883333333332,0.3333333333333333,6.0,31381,default,outlier,1.0,1.0,2.0,E
0.007333333333333333,1.0,3.0,2,default,outlier,3.0,1.0,3.0,E
4.751979166666667,0.24166666666666667,120.0,34215,default,outlier,2.0,1.0,29.0,E
4.596945652173913,0.44565217391304346,92.0,25376,default,outlier,1.0,1.0,41.0,E
0.15675,0.5,2.0,19,default,outlier,2.0,1.0,1.0,E
0.0016363636363636365,1.0,11.0,2,default,outlier,11.0,1.0,11.0,E
1.2673636363636362,0.8181818181818182,11.0,837,private_ip,outlier,1.0,1.0,9.0,E
1.23875,0.45,20.0,1487,default,outlier,1.0,1.0,9.0,E
1.2299797160243409,0.1257606490872211,493.0,36383,default,outlier,1.0,1.0,62.0,E
